reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
J013014271,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel,,Jaquet Droz,,Timepieces,Tourbillon Blue Pietersite,,,,,,,,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,,3 bar (30 meters),,"Blue pietersite with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds (0.14 carat)

",,"Rolled-edge hand-made blue alligator leather

",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

","Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

",7 days,"21,600 v.p.h","31 jewels

","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Blue pietersite dial with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds. 
18-carat white gold case, set with 260 diamonds. 
18-carat white gold folding clasp set with 32 diamonds totaling 1.88 carats 
Self-winding tourbillon movement.
Power reserve of 7 days.                                                                      
Hour and minutes at 6 o'clock, tourbillon frame at 12 o'clock.
Diameter 39 mm.
Numerus Clausus of 8.",
J013013580,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel,,Jaquet Droz,,Timepieces,Tourbillon Mother-of-pearl,,,,,,,,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,,3 bar (30 meters),,"White mother-of-pearl. 18-karat red gold applied ring set with 90 diamonds, total of 0.09 carat. ",,Rolled-edge hand made white satin strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique","Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique",7 days,"21,600 v.p.h",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","White mother-of-pearl dial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Hours and minutes at 6 o’clock, tourbillon frame and seconds at 12 o’clock. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 88.",
J013013281,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel,,Jaquet Droz,,Timepieces,Tourbillon Jadeite,,,,,,,,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"Jadeite dial, white mother-of-pearl subdial 18-karat red gold applied ring set with 90 diamonds, total of 0.12 carat 18-karat red gold screws",,Rolled-edge hand-made green satin,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique","Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique",7 days,"21,600 v.p.h.",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Jadeite dial, white mother-of-pearl subdial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 8.",
J0328330151,https://www.jaquet-droz.com/en/watches/automata/the-rolling-stones-automaton-j0328330011,,Jaquet Droz,,AUTOMATA,The Rolling Stones Automaton,,,,,,,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,18-karat red gold case. Diameter 43 mm. Height 16.96 mm. «THE ROLLING STONES 1/1 STUDIO» engraved on the case-back. ,,,,Up to 3 bar (30 meters),,"Static dial: black onyx hour/minutes dial with 18-karat red gold applied ring, hand-painted 18-karat red gold dial with appliques depicting instruments in hand-engraved and hand-painted 18-karat white and red gold. Animated dial: brass with rhodium-plated treatment, engraved decor and hand-painted motifs, red animated «Big Mouth» in 18-karat red gold, hand-engraved and hand-painted. ",,Fabric with printed patterns in rubber,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «VOODOO LOUNGE 1994 SWL». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ","Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, hand-engraved 18-karat red gold oscillating weight. «VOODOO LOUNGE 1994 SWL». Automaton with animated record and logo, hand-wound with crown push-button automaton triggering mechanism, double barrel. ",68 hours,"28,800 v.p.h.",56 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Black onyx dial and 18-karat red gold applied ring. 
18-karat red gold case. 
Hand-engraved and hand-painted 18-karat white and red gold appliques. 
Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with animated record and logo. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Unique piece.",
J0327330041,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,,,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,Onyx openworked dial and subdial. Hand-engraved dragon elements in 18-karat red gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Black rubber,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Openworked black onyx dial. Hand-engraved dragon appliques in 18-karat red gold. 18-karat red gold case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
J0327330061,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,,,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,Openworked dial and centre in lapis lazuli. Hand-engraved dragon elements in 18-karat red gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Blue rubber,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Openworked dial in lapis lazuli. Hand-engraved dragon appliques in 18-karat red gold. 18-karat red gold case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon: the crest moves, the mouth opens, the tongue comes out, the eye opens and closes, the dorsal section and tail undulate, the dragon's foot moves up and down towards the ball, the ball spins on itself. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
J0327370021,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,,,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,"Sapphire case. Diameter Ø 45 mm. Height 18 mm. Customization, identified as a unique piece by an engraving on the movement bridges. ",,,,To 3 bar (30 meters),,Openworked dial and centre in lapis lazuli. Hand-engraved dragon elements in 18-karat white gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Blue rubber,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat white gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat white gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Openworked dial in lapis-lazuli. Hand-engraved dragon appliques in 18-karat white gold. Sapphire case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon: the crest moves, the mouth opens, the tongue comes out, the eye opens and closes, the dorsal section and tail undulate, the dragon's foot moves up and down towards the ball, the ball spins on itself. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 45 mm, Unique piece.",
J0327330011,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,,,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case, with black treatment in the engraving. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,"Onyx dial and subdial, mountain decor in 18-karat white gold and hand-painted, engraved mother-of-pearl. Dragon elements in hand-engraved 18-karat red gold with gray treatment. Hand-painted steel eye and tongue. Labradorite ball. ",,Rolled-edge by hand black alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with signature JH and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Onyx dial and subdial, mountain decor in 18-karat white gold, hand-engraved and hand-painted mother-of-pearl. Hand-engraved dragon appliques in 18-karat red gold. Hand-engraved 18-karat red gold case, with black treatment in the engraving. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
J0327330031,https://www.jaquet-droz.com/en/watches/automata/dragon-automaton-j0327370011,,Jaquet Droz,,AUTOMATA,Dragon Automaton,,,,,,,,,"Hand-engraved 18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,"Hand-engraved 18-karat red gold case. Diameter 43 mm. Height 16.96 mm. Customization, identified as a unique piece by a hand-engraving on the case-back. ",,,,To 3 bar (30 meters),,White mother-of-pearl openworked dial and subdial. Hand-engraved dragon elements in 18-karat red gold. Hand-painted steel eye and tongue. Labradorite ball. ,,Red rubber,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ","Jaquet Droz 6150, self-winding mechanical movement, silicon balance spring and pallet horns, flat bridges, 18-karat red gold oscillating weight with JH signature and black treatment. Automaton with animation of different parts of the dragon, push-button automaton triggering mechanism. ",38 hours,"21,600 v.p.h.",78 rubies for the automaton movement + 29 rubies for the hour and minute movement,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","White mother-of-pearl openworked dial and subdial. Hand-engraved dragon appliques in 18-karat red gold. Hand-engraved 18-karat red gold case. Hand-wound mechanical automaton movement with push-button triggering mechanism. Mechanical automaton with 9 different animated elements of the dragon. The animation cycle lasts 10 to 15 seconds. Power reserve of 38 hours. Diameter 43 mm, Unique piece.",
J031033202,https://www.jaquet-droz.com/en/watches/automata/the-bird-repeater-alpine-view,,Jaquet Droz,,AUTOMATA,Bird Repeater,,,,,,,,,"18-carat red gold
Height 18.70 mm, hand-engraved middle and back
Individual limited serial number engraved on the case-back
",,,"18-carat red gold
Height 18.70 mm, hand-engraved middle and back
Individual limited serial number engraved on the case-back
",,,"18-carat red gold
Height 18.70 mm, hand-engraved middle and back
Individual limited serial number engraved on the case-back
",,,,No,,"Hand-engraved and hand-patinated gold dial, black onyx subdial. Hand-engraved and hand-patinated birds.
Dial signed Jaquet Droz by hand
",,"Rolled-edge hand-made black alligator leather strap. Alligator lining.
",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA88, minute repeater hand-winding mechanical movement, single barrel, hand-engraved bridges
","Jaquet Droz RMA88, minute repeater hand-winding mechanical movement, single barrel, hand-engraved bridges
",48 hours,"18,000 v.p.h","69 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-patinated gold dial, black onyx subdial. Hand-engraved and hand-patinated automaton birds offering 8 distinct animations.. 18-carat red gold case. Minute repeater, hand-winding mechanical movement. Power reserve of 48 hours. 47 mm diameter.",
J031034203,https://www.jaquet-droz.com/en/watches/automata/the-bird-repeater-alpine-view,,Jaquet Droz,,AUTOMATA,Bird Repeater Openwork,,,,,,,,,"18-carat white gold
Height 18.70 mm 
Individual limited serial number engraved on the case-back
",,,"18-carat white gold
Height 18.70 mm 
Individual limited serial number engraved on the case-back
",,,"18-carat white gold
Height 18.70 mm 
Individual limited serial number engraved on the case-back
",,,,No,,"Sapphire, black onyx subdial. Hand-engraved and hand-painted birds
",,"Rolled-edge hand-made black alligator leather strap. Alligator lining.
",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA88, minute repeater hand-winding mechanical movement, single barrel.

","Jaquet Droz RMA88, minute repeater hand-winding mechanical movement, single barrel.

",48 hours,"18,000 v.p.h","69 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial, black onyx subdial. Hand-engraved and hand-painted birds. 18-carat white gold case. Minute repeater, hand-winding mechanical movement. Power reserve of 48 hours. 47 mm diameter.",
J031033206,https://www.jaquet-droz.com/en/watches/automata/the-bird-repeater-alpine-view,,Jaquet Droz,,AUTOMATA,Bird Repeater Fall of the Rhine,,,,,,,,,18-karat red gold case and applied ring Diameter Ø 47.5 mm Height 18.93 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case and applied ring Diameter Ø 47.5 mm Height 18.93 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case and applied ring Diameter Ø 47.5 mm Height 18.93 mm Individual limited serial number engraved on the case-back,,,,No,,"18-karat red gold dial Hand-engraved and hand-painted, mother-of-pearl subdial. Hand-engraved and hand-painted 18-karat gold birds",,Rolled-edge hand-made brown alligator leather strap with brown alligator leather lining,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel","Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel",48 hours,"18,000 v.p.h.",69 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial. 
18-karat red gold case and applied ring. 
Hand-engraved and hand-painted 18-karat gold birds. 
Minute repeater, hand-winding mechanical movement. 
Power reserve of 48 hours. 
Diameter 47 mm. 
Numerus Clausus of 8.",
J031034210,https://www.jaquet-droz.com/en/watches/automata/the-bird-repeater-alpine-view,,Jaquet Droz,,AUTOMATA,Bird Repeater Falcon,,,,,,,,,18-karat white gold applied ring and case Diameter 47 mm Height 18.70 mm Individual number engraved on the case-back,,,18-karat white gold applied ring and case Diameter 47 mm Height 18.70 mm Individual number engraved on the case-back,,,18-karat white gold applied ring and case Diameter 47 mm Height 18.70 mm Individual number engraved on the case-back,,,,No,,"18-karat yellow gold dial White mother-of-pearl, black onyx subdial Hand-engraved and hand-painted applied decoration in 18-karat yellow gold",,Rolled-edge hand-made brown alligator leather strap with brown alligator leather lining,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel Automaton animation with birds, hatching egg and mirage","Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel Automaton animation with birds, hatching egg and mirage",48 hours,"18,000 v.p.h",69 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted 18-karat yellow gold and white mother-of-pearl dial, black onyx subdial. 
18-karat white gold case and applied ring. 
Applied decoration in 18-karat yellow gold and birds in hand-engraved and hand-painted 18-karat white gold. 
Mechanical automaton with animation featuring birds, hatching egg and mirage. 
Minute repeater, hand-wound mechanical movement. 
Power reserve of 48 hours. 
Diameter 47 mm. 
Unique piece.",
J031033211,https://www.jaquet-droz.com/en/watches/automata/the-bird-repeater-alpine-view,,Jaquet Droz,,AUTOMATA,Bird Repeater,,,,,,,,,18-karat red gold case and applied ring. Diameter 47 mm. Height 18.70 mm. Individual limited serial number engraved on the case-back. ,,,18-karat red gold case and applied ring. Diameter 47 mm. Height 18.70 mm. Individual limited serial number engraved on the case-back. ,,,18-karat red gold case and applied ring. Diameter 47 mm. Height 18.70 mm. Individual limited serial number engraved on the case-back. ,,,,No,,Hand-engraved and hand-painted white mother-of-pearl and 18-karat red gold dial. Hand-engraved and hand-painted 18-karat red gold decorated appliques. Black onyx subdial. ,,Rolled-edge hand-made black alligator strap with black alligator lining,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel. Mechanical automaton featuring birds, a hatching egg and a river. ","Jaquet Droz RMA88, minute repeater, hand-winding mechanical movement, single barrel. Mechanical automaton featuring birds, a hatching egg and a river. ",48 hours,"18,000 v.p.h",69 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Black onyx and white mother-of-pearl dial with hand-engraved and hand-painted 18-karat red gold appliques. 
18-karat red gold case. 
Mechanical automaton with animation featuring birds, a hatching egg and a river. 
Minute repeater, hand-wound mechanical movement. 
Power reserve of 48 hours. 
Diameter 47 mm. 
Numerus Clausus of 8.",
J031534200,https://www.jaquet-droz.com/en/watches/automata/the-charming-bird,,Jaquet Droz,,AUTOMATA,Charming Bird,,,,,,,,,18-carat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-carat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-carat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,,No,,"Hand-engraved and hand-painted white mother-of-pearl dial. 18-carat white gold ring, onyx hours and minutes subdial",,Rolled-edge hand-made black alligator leather strap with black alligator leather lining,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 15 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial. Onyx subdial.
18-carat white gold case and applied ring.
Singing bird automaton movement, hand-winding mechanical movement and push-button automaton triggering mechanism. Sapphire whistle system.
Hours and minutes self-winding movement.
Power reserve of 38 hours.
Diameter 47 mm.
Numerus Clausus of 8. AUTOMATON Singing bird automaton movement, hand-winding mechanical movement and push-button automaton triggering mechanism. Sapphire whistle system. Hand-engraved platinum.",
J031533202,https://www.jaquet-droz.com/en/watches/automata/the-charming-bird,,Jaquet Droz,,AUTOMATA,Charming Bird,,,,,,,,,18-karat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-karat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,,No,,Ivory Grand Feu enamel dial,,Rolled-edge hand-made brown alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.
Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.","Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.
Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 15 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Ivory Grand Feu enamel dial. 
18-karat red gold case. 
Hand-winding mechanical automaton movement with push-button triggering mechanism. Hand-engraved and hand-painted singing bird. Sapphire whistle system. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 47 mm. 
Numerus Clausus of 8.",
J031534203,https://www.jaquet-droz.com/en/watches/automata/the-charming-bird,,Jaquet Droz,,AUTOMATA,Charming Bird,,,,,,,,,18-karat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,,No,,Ivory Grand Feu enamel dial,,Rolled-edge hand-made dark-blue alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Hand-winding mechanical automaton movement with push-button 
triggering mechanism. Hand-engraved singing bird. Sapphire whistle system.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 15 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Ivory Grand Feu enamel dial. 
18-karat white gold case. 
Hand-winding mechanical automaton movement with push-button triggering mechanism. Hand-engraved and hand-painted singing bird. Sapphire whistle system. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 47 mm. 
Numerus Clausus of 8.",
J031533240,https://www.jaquet-droz.com/en/watches/automata/the-charming-bird,,Jaquet Droz,,AUTOMATA,Charming Bird,,,,,,,,,"18-carat red gold case
Height 1: 15.75 mm
Height 2: 23 mm
Individual limited serial number engraved on the case-back
",,,"18-carat red gold case
Height 1: 15.75 mm
Height 2: 23 mm
Individual limited serial number engraved on the case-back
",,,"18-carat red gold case
Height 1: 15.75 mm
Height 2: 23 mm
Individual limited serial number engraved on the case-back
",,,,No,,"Sapphire crystal dial with platinum Roman numerals 
",,"Rolled-edge hand made black alligator leather strap with black alligator leather lining and black stitches
",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, single barrel. Balance wheel with regulator screw and silicon spring. Platinum oscillating weight
","Jaquet Droz 615, self-winding mechanical movement, single barrel. Balance wheel with regulator screw and silicon spring. Platinum oscillating weight
",38 hours,"21,600 v.p.h","29 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial.
18-carat red gold case.
Singing bird automaton movement, hand-winding mechanical movement and push-button automaton triggering mechanism.
Self-winding mechanical movement.
Sapphire whistle system.
Power reserve of 38 hours.
Diameter 47 mm.
Numerus Clausus of 28.",
